#Data:X Data:Y Source:X Source:Y
644 20.38653 331 246.5
645 20.38653 331.5 246.5
646 20.38653 332 246.5
647 20.38653 332.5 246.5
648 19.88778 333 242.5
649 19.88778 333.5 242.5
650 19.76309 334 241.5
651 19.76309 334.5 241.5
652 19.76309 335 241.5
653 19.76309 335.5 241.5
654 19.13965 336 236.5
655 19.13965 336.5 236.5
656 19.26434 337 237.5
657 19.26434 337.5 237.5
658 18.89027 338 234.5
659 18.89027 338.5 234.5
660 18.6409 339 232.5
661 18.6409 339.5 232.5
662 18.76559 340 233.5
663 18.76559 340.5 233.5
664 18.51621 341 231.5
665 18.51621 341.5 231.5
666 18.26683 342 229.5
667 18.26683 342.5 229.5
668 18.01746 343 227.5
669 18.01746 343.5 227.5
670 17.89277 344 226.5
671 17.89277 344.5 226.5
672 17.70574 345 225
673 17.70574 345.5 225
674 17.5187 346 223.5
675 17.5187 346.5 223.5
676 17.26933 347 221.5
677 17.26933 347.5 221.5
678 17.14464 348 220.5
679 17.14464 348.5 220.5
680 16.89526 349 218.5
681 16.89526 349.5 218.5
682 16.77057 350 217.5
683 16.77057 350.5 217.5
684 16.5212 351 215.5
685 16.5212 351.5 215.5
686 16.39651 352 214.5
687 16.39651 352.5 214.5
688 15.89776 353 210.5
689 15.89776 353.5 210.5
690 16.02244 354 211.5
691 16.02244 354.5 211.5
692 15.89776 355 210.5
693 15.89776 355.5 210.5
694 15.27431 356 205.5
695 15.27431 356.5 205.5
696 15.399 357 206.5
697 15.399 357.5 206.5
698 15.399 358 206.5
699 15.399 358.5 206.5
700 15.14963 359 204.5
701 15.14963 359.5 204.5
702 15.02494 360 203.5
703 15.02494 360.5 203.5
704 14.90025 361 202.5
705 14.90025 361.5 202.5
706 14.65087 362 200.5
707 14.65087 362.5 200.5
708 14.52618 363 199.5
709 14.52618 363.5 199.5
710 14.4015 364 198.5
711 14.4015 364.5 198.5
712 14.15212 365 196.5
713 14.15212 365.5 196.5
714 13.90274 366 194.5
715 13.90274 366.5 194.5
716 13.77806 367 193.5
717 13.77806 367.5 193.5
718 13.77806 368 193.5
719 13.77806 368.5 193.5
720 13.52868 369 191.5
721 13.52868 369.5 191.5
722 13.40399 370 190.5
723 13.40399 370.5 190.5
724 13.2793 371 189.5
725 13.2793 371.5 189.5
726 13.15461 372 188.5
727 13.15461 372.5 188.5
728 12.90524 373 186.5
729 12.90524 373.5 186.5
730 12.78055 374 185.5
731 12.78055 374.5 185.5
732 12.2818 375 181.5
733 12.2818 375.5 181.5
734 12.2818 376 181.5
735 12.2818 376.5 181.5
736 12.2818 377 181.5
737 12.2818 377.5 181.5
738 12.15711 378 180.5
739 12.15711 378.5 180.5
740 11.65835 379 176.5
741 11.65835 379.5 176.5
742 11.7207 380 177
743 11.7207 380.5 177
744 11.78304 381 177.5
745 11.78304 381.5 177.5
746 11.53367 382 175.5
747 11.53367 382.5 175.5
748 11.34663 383 174
749 11.34663 383.5 174
750 11.28429 384 173.5
751 11.28429 384.5 173.5
752 11.1596 385 172.5
753 11.1596 385.5 172.5
754 10.91022 386 170.5
755 10.91022 386.5 170.5
756 10.66085 387 168.5
757 10.66085 387.5 168.5
758 10.53616 388 167.5
759 10.53616 388.5 167.5
760 10.47382 389 167
761 10.47382 389.5 167
762 10.28678 390 165.5
763 10.28678 390.5 165.5
764 10.1621 391 164.5
765 10.1621 391.5 164.5
766 10.03741 392 163.5
767 10.03741 392.5 163.5
768 9.912718 393 162.5
769 9.912718 393.5 162.5
770 9.912718 394 162.5
771 9.912718 394.5 162.5
772 9.78803 395 161.5
773 9.78803 395.5 161.5
774 9.538653 396 159.5
775 9.538653 396.5 159.5
776 9.413965 397 158.5
777 9.413965 397.5 158.5
778 9.351621 398 158
779 9.351621 398.5 158
780 9.289277 399 157.5
781 9.289277 399.5 157.5
782 8.915212 400 154.5
783 8.915212 400.5 154.5
784 8.915212 401 154.5
785 8.915212 401.5 154.5
786 8.790524 402 153.5
787 8.790524 402.5 153.5
788 8.790524 403 153.5
789 8.790524 403.5 153.5
790 8.416459 404 150.5
791 8.416459 404.5 150.5
792 8.416459 405 150.5
793 8.416459 405.5 150.5
794 8.291771 406 149.5
795 8.291771 406.5 149.5
796 8.229426 407 149
797 8.229426 407.5 149
798 8.167082 408 148.5
799 8.167082 408.5 148.5
800 8.042394 409 147.5
801 8.042394 409.5 147.5
802 7.917706 410 146.5
803 7.917706 410.5 146.5
804 7.793017 411 145.5
805 7.793017 411.5 145.5
806 7.668329 412 144.5
807 7.668329 412.5 144.5
808 7.668329 413 144.5
809 7.668329 413.5 144.5
810 7.418952 414 142.5
811 7.418952 414.5 142.5
812 7.418952 415 142.5
813 7.418952 415.5 142.5
814 7.294264 416 141.5
815 7.294264 416.5 141.5
816 7.169576 417 140.5
817 7.169576 417.5 140.5
818 7.044888 418 139.5
819 7.044888 418.5 139.5
820 6.920199 419 138.5
821 6.920199 419.5 138.5
822 6.795511 420 137.5
823 6.795511 420.5 137.5
824 6.670823 421 136.5
825 6.670823 421.5 136.5
826 6.670823 422 136.5
827 6.670823 422.5 136.5
828 6.546134 423 135.5
829 6.546134 423.5 135.5
830 6.546134 424 135.5
831 6.546134 424.5 135.5
832 6.421446 425 134.5
833 6.421446 425.5 134.5
834 6.296758 426 133.5
835 6.296758 426.5 133.5
836 5.798005 427 129.5
837 5.798005 427.5 129.5
838 5.798005 428 129.5
839 5.798005 428.5 129.5
840 5.798005 429 129.5
841 5.798005 429.5 129.5
842 5.922693 430 130.5
843 5.922693 430.5 130.5
844 5.922693 431 130.5
845 5.922693 431.5 130.5
846 5.299252 432 125.5
847 5.299252 432.5 125.5
848 5.299252 433 125.5
849 5.299252 433.5 125.5
850 5.42394 434 126.5
851 5.42394 434.5 126.5
852 5.299252 435 125.5
853 5.299252 435.5 125.5
854 5.299252 436 125.5
855 5.299252 436.5 125.5
856 5.174563 437 124.5
857 5.174563 437.5 124.5
858 5.049875 438 123.5
859 5.049875 438.5 123.5
860 4.925187 439 122.5
861 4.925187 439.5 122.5
862 4.925187 440 122.5
863 4.925187 440.5 122.5
864 4.800499 441 121.5
865 4.800499 441.5 121.5
866 4.800499 442 121.5
867 4.800499 442.5 121.5
868 4.67581 443 120.5
869 4.67581 443.5 120.5
870 4.551122 444 119.5
871 4.551122 444.5 119.5
872 4.426434 445 118.5
873 4.426434 445.5 118.5
874 4.301745 446 117.5
875 4.301745 446.5 117.5
876 4.177057 447 116.5
877 4.177057 447.5 116.5
878 4.177057 448 116.5
879 4.177057 448.5 116.5
880 4.052369 449 115.5
881 4.052369 449.5 115.5
882 4.052369 450 115.5
883 4.052369 450.5 115.5
884 3.927681 451 114.5
885 3.927681 451.5 114.5
886 3.802993 452 113.5
887 3.802993 452.5 113.5
888 3.802993 453 113.5
889 3.802993 453.5 113.5
890 3.678304 454 112.5
891 3.678304 454.5 112.5
892 3.553616 455 111.5
893 3.553616 455.5 111.5
894 3.553616 456 111.5
895 3.553616 456.5 111.5
896 3.179551 457 108.5
897 3.179551 457.5 108.5
