#Data:X Data:Y Source:X Source:Y
640 21.63342 327.65 256.5
642 21.19701 328.6575 253
644 20.88529 329.665 250.5
646 20.51122 330.6725 247.5
648 20.38653 331.68 246.5
650 20.38653 332.6875 246.5
652 19.88778 333.695 242.5
654 19.76309 334.7025 241.5
656 19.76309 335.71 241.5
658 19.13965 336.7175 236.5
660 19.26434 337.725 237.5
662 18.89027 338.7325 234.5
664 18.6409 339.74 232.5
666 18.76559 340.7475 233.5
668 18.26683 341.755 229.5
670 18.39152 342.7625 230.5
672 18.01746 343.77 227.5
674 17.89277 344.7775 226.5
676 17.70574 345.785 225
678 17.5187 346.7925 223.5
680 17.26933 347.8 221.5
682 17.14464 348.8075 220.5
684 16.89526 349.815 218.5
686 16.77057 350.8225 217.5
688 16.5212 351.83 215.5
690 16.39651 352.8375 214.5
692 15.89776 353.845 210.5
694 16.02244 354.8525 211.5
696 15.89776 355.86 210.5
698 15.27431 356.8675 205.5
700 15.399 357.875 206.5
702 15.399 358.8825 206.5
704 15.14963 359.89 204.5
706 15.02494 360.8975 203.5
708 14.90025 361.905 202.5
710 14.65087 362.9125 200.5
712 14.52618 363.92 199.5
714 14.4015 364.9275 198.5
716 14.15212 365.935 196.5
718 14.02743 366.9425 195.5
720 13.8404 367.95 194
722 13.77806 368.9575 193.5
724 13.52868 369.965 191.5
726 13.40399 370.9725 190.5
728 13.2793 371.98 189.5
730 13.15461 372.9875 188.5
732 12.90524 373.995 186.5
734 12.2818 375.0025 181.5
736 12.2818 376.01 181.5
738 12.2818 377.0175 181.5
740 12.15711 378.025 180.5
742 11.65835 379.0325 176.5
744 11.7207 380.04 177
746 11.78304 381.0475 177.5
748 11.53367 382.055 175.5
750 11.34663 383.0625 174
752 11.28429 384.07 173.5
754 11.1596 385.0775 172.5
756 10.97257 386.085 171
758 10.66085 387.0925 168.5
760 10.53616 388.1 167.5
762 10.53616 389.1075 167.5
764 10.28678 390.115 165.5
766 10.1621 391.1225 164.5
768 10.03741 392.13 163.5
770 9.912718 393.1375 162.5
772 9.912718 394.145 162.5
774 9.78803 395.1525 161.5
776 9.538653 396.16 159.5
778 9.413965 397.1675 158.5
780 9.413965 398.175 158.5
782 9.289277 399.1825 157.5
784 8.915212 400.19 154.5
786 8.915212 401.1975 154.5
788 8.790524 402.205 153.5
790 8.790524 403.2125 153.5
792 8.416459 404.22 150.5
794 8.416459 405.2275 150.5
796 8.291771 406.235 149.5
798 8.229426 407.2425 149
800 8.167082 408.25 148.5
802 8.042394 409.2575 147.5
804 7.917706 410.265 146.5
806 7.793017 411.2725 145.5
808 7.668329 412.28 144.5
810 7.543641 413.2875 143.5
812 7.418952 414.295 142.5
814 7.418952 415.3025 142.5
816 7.294264 416.31 141.5
818 7.169576 417.3175 140.5
820 7.044888 418.325 139.5
822 6.920199 419.3325 138.5
824 6.795511 420.34 137.5
826 6.670823 421.3475 136.5
828 6.670823 422.355 136.5
830 6.546134 423.3625 135.5
832 6.546134 424.37 135.5
834 6.421446 425.3775 134.5
836 6.296758 426.385 133.5
838 5.798005 427.3925 129.5
840 5.798005 428.4 129.5
842 5.798005 429.4075 129.5
844 5.922693 430.415 130.5
846 5.922693 431.4225 130.5
848 5.299252 432.43 125.5
850 5.299252 433.4375 125.5
852 5.42394 434.445 126.5
854 5.299252 435.4525 125.5
856 5.174563 436.46 124.5
858 5.174563 437.4675 124.5
860 5.049875 438.475 123.5
862 4.925187 439.4825 122.5
864 4.925187 440.49 122.5
866 4.800499 441.4975 121.5
868 4.800499 442.505 121.5
870 4.67581 443.5125 120.5
872 4.551122 444.52 119.5
874 4.426434 445.5275 118.5
876 4.301745 446.535 117.5
878 4.177057 447.5425 116.5
880 4.177057 448.55 116.5
882 4.052369 449.5575 115.5
884 4.052369 450.565 115.5
886 3.927681 451.5725 114.5
888 3.802993 452.58 113.5
890 3.802993 453.5875 113.5
892 3.678304 454.595 112.5
894 3.553616 455.6025 111.5
896 3.553616 456.61 111.5
898 3.179551 457.6175 108.5
900 3.054863 458.625 107.5
902 3.054863 459.6325 107.5
