#Data:X Data:Y Source:X Source:Y
2   1178480.0 298.4 240.5
2.5 1450043.0 336.5 267
3   1731853.0 374.6 294.5
3.5 2008540.0 412.7 321.5
4   2295474.0 450.8 349.5
4.5 2582408.0 488.9 377.5
5   2859095.0 527 404.5
5.5 3156277.0 565.1 433.5
6   3432963.0 603.2 460.5
6.5 3709650.0 641.3 487.5
7   4017079.0 679.4 517.5
7.5 4273271.0 717.5 542.5
8   4539710.0 755.6 568.5
8.5 4770282.0 793.7 591
